subset,algorithm,image,psnr,ssim,entropy,edge_vis,niqe,time_ms
indoor,DCP,1409_3.png,19.960284538639886,0.9151353240013123,7.8556099954324665,0.5392215988779804,,35.386799999741925
indoor,DCP,1409_4.png,20.26786138522917,0.914827287197113,7.8565894334451984,0.5371318373071529,,35.296500000185915
indoor,DCP,1409_5.png,20.578927805824968,0.9138965606689453,7.8615540848168575,0.5359502103786816,,35.504800000126124
indoor,DCP,1409_6.png,20.953582457597555,0.912074863910675,7.867215416754665,0.5363183730715287,,35.713899999791465
indoor,DCP,1409_7.png,21.036380347128976,0.9107053875923157,7.8629700731467915,0.5327805049088359,,35.6314000000566
indoor,DCP,1409_8.png,21.275537826840786,0.909403383731842,7.865900532693869,0.5321423562412342,,35.099499999887485
indoor,DCP,1409_9.png,21.562566138450094,0.906914472579956,7.873288270983419,0.5322440392706872,,35.78189999961978
indoor,DCP,1410_1.png,16.17319842093242,0.8329782485961914,6.949030874207016,0.34399018232819073,,36.67260000020178
indoor,DCP,1410_10.png,17.16450487709553,0.852311909198761,7.067862580192348,0.3344424964936886,,35.21629999977449
indoor,DCP,1410_2.png,16.282922410779808,0.8357191681861877,6.955453806582217,0.34274894810659184,,35.9454999997979
indoor,DCP,1410_3.png,16.39234117810543,0.8380206227302551,6.963885937237019,0.34125175315568024,,36.5828999997575
indoor,DCP,1410_4.png,16.507703483776716,0.8404207825660706,6.9784644887619836,0.3401437587657784,,35.80260000035196
indoor,DCP,1410_5.png,16.617567851911915,0.842413604259491,6.993213401113849,0.33855189340813463,,35.55869999991046
indoor,DCP,1410_6.png,16.72569520279986,0.844344437122345,7.004890711625442,0.33717391304347827,,35.44289999990724
indoor,DCP,1410_7.png,16.838956786169035,0.8463752269744873,7.0135937274784785,0.3357748948106592,,35.93779999982871
indoor,DCP,1410_8.png,16.952089298571387,0.8484607338905334,7.032079350016667,0.33564866760168305,,35.66849999970145
indoor,DCP,1410_9.png,17.06248107135223,0.8505292534828186,7.0500842837545745,0.3343478260869565,,36.086100000375154
